HP,altitude,armors,autonomy,avail,cost,country,damageToStun,ecmModifier,fuelCapacity,inst_num,isAmphibious,isCV,isPrototype,isTransport,maxCards,maxSpeed,movementType,name,numWeapons,opticRangeAirborne_vsGround,opticRange_vsGround,opticRange_vsHeli,opticRange_vsPlane,opticRange_vsShip,opticStrengthSEAD_vsGround,opticStrength_vsAir,opticStrength_vsGround,opticStrength_vsShip,otanId,pactId,purple,roadSpeed,sailingSubType,sizeModifier,specs,stealth,tab,training,transporterOf,transports,turnData,upgradeRequireId,upgrades,verticalSpeed,weapon10_TAmmunition_ID,weapon10_ammoPool,weapon10_hasStab,weapon10_totalAmmo,weapon10_turret,weapon10_turretArc,weapon10_turretFacing,weapon10_turretSpeed,weapon10_turretType,weapon10_uiPosition,weapon1_TAmmunition_ID,weapon1_ammoPool,weapon1_hasStab,weapon1_totalAmmo,weapon1_turret,weapon1_turretArc,weapon1_turretFacing,weapon1_turretSpeed,weapon1_turretType,weapon1_uiPosition,weapon2_TAmmunition_ID,weapon2_ammoPool,weapon2_hasStab,weapon2_totalAmmo,weapon2_turret,weapon2_turretArc,weapon2_turretFacing,weapon2_turretSpeed,weapon2_turretType,weapon2_uiPosition,weapon3_TAmmunition_ID,weapon3_ammoPool,weapon3_hasStab,weapon3_totalAmmo,weapon3_turret,weapon3_turretArc,weapon3_turretFacing,weapon3_turretSpeed,weapon3_turretType,weapon3_uiPosition,weapon4_TAmmunition_ID,weapon4_ammoPool,weapon4_hasStab,weapon4_totalAmmo,weapon4_turret,weapon4_turretArc,weapon4_turretFacing,weapon4_turretSpeed,weapon4_turretType,weapon4_uiPosition,weapon5_TAmmunition_ID,weapon5_ammoPool,weapon5_hasStab,weapon5_totalAmmo,weapon5_turret,weapon5_turretArc,weapon5_turretFacing,weapon5_turretSpeed,weapon5_turretType,weapon5_uiPosition,weapon6_TAmmunition_ID,weapon6_ammoPool,weapon6_hasStab,weapon6_totalAmmo,weapon6_turret,weapon6_turretArc,weapon6_turretFacing,weapon6_turretSpeed,weapon6_turretType,weapon6_uiPosition,weapon7_TAmmunition_ID,weapon7_ammoPool,weapon7_hasStab,weapon7_totalAmmo,weapon7_turret,weapon7_turretArc,weapon7_turretFacing,weapon7_turretSpeed,weapon7_turretType,weapon7_uiPosition,weapon8_TAmmunition_ID,weapon8_ammoPool,weapon8_hasStab,weapon8_totalAmmo,weapon8_turret,weapon8_turretArc,weapon8_turretFacing,weapon8_turretSpeed,weapon8_turretType,weapon8_uiPosition,weapon9_TAmmunition_ID,weapon9_ammoPool,weapon9_hasStab,weapon9_totalAmmo,weapon9_turret,weapon9_turretArc,weapon9_turretFacing,weapon9_turretSpeed,weapon9_turretType,weapon9_uiPosition,year
10,,1|1|0.8|0.8,450,0|4|3|0|0,90,URSS,300,,1000,19391,,,,,1,330,heli,Mi-28N,4,4900,3500,5600,5600,14000,,170,80,80,,473,,,,0.05,AIR|MOT,1,HEL,,,,,,19412,75,,,,,,,,,,,86219,1,true,34,0,220|10|-75,,120,turret,1,86220,1,true,34,0,220|10|-75,,120,turret,1,121972,2,true,2,1,20|20|-15,,,fixed,2,86222,0,true,8,2,90|60|-30,,,fixed,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1989
10,1250,0.6|0.6|0.6|0.6,180,3|0|0|2|0,135,UK,300,-0.4,6000,19566,,,,,1,1000,plane,TYPHOON F.2,3,4900,3500,4900,31500,7000,,450,,60,707,,,,,,AIR|ARM|MEC|MOT|SUP,1.25,AIR,,,,300,,19657,,,,,,,,,,,,87264,0,true,50,0,16|8|-5,,,fixed,0,123643,2,true,4,1,80|30|-30,,,fixed,2,87502,3,true,4,2,80|30|-30,,,fixed,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994
10,,13|6|4|2,500,0|14|10|0|0,55,ROK,300,,2000,18187,,,,,2,60,tracked,K1,4,,3500,4900,5600,14000,,20,80,80,184,,,110,,,ARM|MAR|MEC|MOT|SUP,1,TNK,,,19251,286.48,,18442,,,,,,,,,,,,80225,0,true,47,0,360|25|-10,,40,turret,0,80226,0,true,47,0,360|25|-10,,40,turret,0,123536,1,true,150,1,360|45|-10,,150,turret,1,77921,2,true,600,2,360|45|-10,,150,turret,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1986
10,,0.8|0.8|0.8|0.8,2000,0|4|0|0|0,70,RFA,300,,2000,19455,,,,,2,320,heli,NH90 #reco3,0,4900,3500,5600,7000,14000,,170,220,220,645,,,,,0.05,AIR|ARM|MAR|MEC|MOT|SUP,1,REC,,,,,19320,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1983
10,,2|1|1|1,450,32|24|20|16|12,5,FIN,300,,400,17874,true,,,true,5,60,tracked,OT-62 ICV,1,,3500,4900,5600,14000,,20,60,60,1134,812,true,110,,,ARM|MEC|SUP,1,VHC,,18574|18139|18663|18228|18662|18726|18142|18173|18174|18641,,171.89,,,,,,,,,,,,,,77484,0,true,100,0,360|45|-10,,150,turret,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1971
10,,1|1|1|1,550,0|6|0|0|0,105,CHI,300,,300,17949,,true,,,1,105,wheeled,#command CSK-131 CP,1,,3500,4900,5600,14000,,40,80,80,,119,,150,,-0.05,AIR|ARM|MAR|MEC|MOT|SUP,1,LOG,,,19272|19443,171.89,17894,,,,,,,,,,,,,78090,0,true,100,0,360|45|-10,,150,turret,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1972
10,,2|2|1|1,600,20|16|12|8|6,20,URSS,300,,300,17865,true,,,true,2,80,wheeled,BTR-82A,2,,3500,4900,5600,14000,,20,80,80,,85,,150,,,MAR|MOT,1,VHC,,18630|19087|19086|19089|18539|17712|18850|18862|18621|18821|19088|18736|19084|18861|19118|19090|18860,19272,171.89,17863,17866,,,,,,,,,,,,78237,0,true,68,0,360|25|-10,,80,turret,0,78238,0,true,68,0,360|25|-10,,80,turret,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993
10,,17|8|4|4,650,0|4|3|0|0,135,FR,300,,1700,17741,,,,,1,70,tracked,LECLERC SIII,3,,3500,4900,5600,14000,,20,80,80,19,,,110,,0.05,ARM,1,TNK,,,,229.18,,17742,,,,,,,,,,,,122683,0,true,40,0,360|25|-10,,40,turret,0,122685,0,true,40,0,360|25|-10,,40,turret,0,77717,1,true,300,1,360|45|-10,,150,turret,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1979
10,,0.8|0.8|0.8|0.8,600,0|2|0|1|0,120,NK,300,,500,18555,,,true,,1,65,wheeled,PŎN'GAE-6,1,,3500,4900,10500,14000,,300,60,60,,191,,150,,0.05,ARM|MAR|MEC|MOT|SUP,1,SUP,,,19272,171.89,17848,,,,,,,,,,,,,123371,0,,4,0,360|45|-10,,60,turret,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
10,1250,0.6|0.6|0.6|0.6,180,2|0|0|1|0,160,URSS,300,-0.5,6000,19705,,,,,1,1000,plane,Su-34M,3,4900,5600,4900,31500,7000,500,450,,60,,579,,,,,AIR|ARM|MAR|MEC|MOT|SUP,1.5,AIR,,,,350,19704,,,,,,,,,,,,,88536,0,true,80,0,16|8|-5,,,fixed,0,88867,2,true,4,1,80|30|-30,,,fixed,2,88917,3,true,2,2,80|30|-30,,,fixed,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
10,,2|2|1|0.8,660,0|4|3|0|0,60,US,300,,300,18263,true,,,,2,100,wheeled,LAV-EFSS,4,,3500,4900,5600,14000,,10,45,40,226,,,150,,,MAR|MOT|SUP,1,SUP,,,19251,171.89,18321,,,,,,,,,,,,,121297,0,,39,0,360|75|,,30,turret,0,121298,0,,78,0,360|75|,,30,turret,0,121299,2,,5,0,360|75|,,30,turret,2,77921,1,true,120,1,360|45|-10,,150,turret,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1984
10,,0.4|0.4|0.4|0.4,,0|16|12|0|0,15,FR,300,,,17996,,,,,4,30,foot,CHASSEURS,4,,3500,4900,5600,14000,,40,80,80,99,,,,,-0.2,AIR|ARM|MEC|MOT|SUP,2,INF,Regular,,19109|19113|18347|18357|18356|18360|17725|17727|17729|19471,,,,,,,,,,,,,,,77567,0,true,80,0,,,,infantry,0,77568,0,true,80,0,,,,infantry,0,121577,1,,6,1,,,,infantry,1,77833,2,,120,1,,,,infantry,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
10,,0.4|0.4|0.4|0.4,,0|16|12|0|0,10,CHI,300,,,17942,,,,,3,30,foot,BÙBĪNG,4,,3500,4900,5600,14000,,40,80,80,,114,,,,-0.2,AIR|ARM|MEC|MOT|SUP,2,INF,Regular,,19010|19142|17860|17855|19023|19041|17801|19008|19177|19443|19517|19362,,,,,,,,,,,,,,,78874,0,true,80,0,,,,infantry,0,78875,0,true,80,0,,,,infantry,0,121587,1,,6,1,,,,infantry,1,123671,2,,100,1,,,,infantry,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
10,1000,0.6|0.6|0.6|0.6,150,5|0|0|4|0,50,FIN,300,-0.1,5000,19552,,,,,1,750,plane,SEA HARRIER F.52,2,4900,3500,4900,31500,7000,,150,,60,1176,854,true,,,,AIR|ARM|MEC|MOT|SUP,1,AIR,,,,350,,19647,,,,,,,,,,,,87242,0,true,50,0,16|8|-5,,,fixed,0,88994,2,true,4,1,80|30|-30,,,fixed,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1960
10,1250,0.6|0.6|0.6|0.6,180,0|3|0|0|2,110,RFA,300,-0.2,6000,19790,,,,,1,900,plane,F-4F KWS,3,4900,3500,4900,31500,7000,,300,,60,853,,,,,,AIR|ARM|MAR|MEC|MOT|SUP,1,AIR,,,,400,19614,,,,,,,,,,,,,87312,0,true,30,0,16|8|-5,,,fixed,0,87244,2,true,2,1,80|30|-30,,,fixed,2,121879,3,true,3,2,80|30|-30,,,fixed,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991
10,,1|1|0.8|0.8,320,0|6|4|0|0,50,FR,300,,500,18460,,,,,2,50,tracked,M727 I-HAWK PIP III,1,,3500,4900,10500,14000,,300,60,60,903,,,110,,,ARM|MAR|MEC|MOT|SUP,1,SUP,,,19251,171.89,,17740,,,,,,,,,,,,81524,0,,3,0,360|75|-10,,60,turret,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1980
10,,2|1|1|1,600,0|6|4|0|0,40,DAN,300,,500,18101,true,,,,2,65,tracked,BORAGH AMV,2,,3500,4900,5600,14000,,10,45,40,,145,,110,,,ARM|MAR|MEC|MOT|SUP,1,SUP,,,19272,171.89,,,,,,,,,,,,,,83458,0,,81,0,15|75|,,30,turret,0,83459,0,,162,0,15|75|,,30,turret,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1988
10,,15|11|4|4,500,0|6|4|0|0,80,URSS,300,,1300,17820,,,true,,1,70,tracked,BMPT TERMINATOR,4,,3500,4900,5600,14000,,40,80,80,,50,,110,,,ARM|MEC|SUP,1,VHC,,,,171.89,,,,,,,,,,,,,,121511,0,true,4,0,360|25|-10,,50,turret,0,121551,2,true,136,0,360|25|-10,,50,turret,2,121553,2,true,136,0,360|25|-10,,50,turret,2,78160,1,true,100,1,360|45|-10,,150,turret,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1980
2,,0.4|0.4|0.4|0.4,,0|14|10|0|0,10,RFA,300,,,18178,,,,,2,22.5,foot,PzAbw MILAN F2,3,,3500,4900,5600,14000,,40,80,80,176,,,,,-0.2,AIR|ARM|MAR|MEC|MOT|SUP,2.5,INF,Regular,,18453|18343|19000|17930|18358|18515|18516|19339,,,,,,,,,,,,,,,121774,0,true,16,0,,,,infantry,0,121776,0,true,16,0,,,,infantry,0,77707,1,,6,1,,,,infantry,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
,,,,,,,,,,,,,,,,,,FOB,,,,,,,,,,,,617,,,,,,,LOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,0.4|0.4|0.4|0.4,,0|8|6|0|0,20,FR,300,,,17770,,,,,2,22.5,foot,ATGM MILAN ER,3,,3500,4900,5600,14000,,40,80,80,40,,,,,-0.2,AIR|ARM|MAR|MEC|MOT|SUP,2.5,INF,Regular,,19109|19113|18347|18357|17725|17727|17729|19471|19476,,,18823,,,,,,,,,,,,77567,0,true,16,0,,,,infantry,0,77568,0,true,16,0,,,,infantry,0,77968,1,,6,1,,,,infantry,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
5,,0.8|0.8|0.8|0.8,550,0|12|8|0|0,15,ROK,300,,55,18685,,,,,2,110,wheeled,KM426 #reco1,1,,3500,4900,5600,14000,,40,120,120,428,,,150,,-0.1,AIR|ARM|MAR|MEC|MOT|SUP,2,REC,,,19251|19502,171.89,19105,,,,,,,,,,,,,82831,0,true,110,0,360|45|-10,,150,turret,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1975
2,,0.4|0.4|0.4|0.4,,0|6|4|0|0,25,CHI,300,,,19091,,,,,2,22.5,foot,FǍN TǍNKÈ HJ-8H,3,,3500,4900,5600,14000,,40,80,80,,388,,,,-0.2,AIR|ARM|MAR|MEC|MOT|SUP,2.5,INF,Regular,,19010|19142|17860|19023|19041|17801|19008|19177|19443|19362,,,17935,,,,,,,,,,,,78874,0,true,16,0,,,,infantry,0,78875,0,true,16,0,,,,infantry,0,121585,1,,6,1,,,,infantry,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
10,,3|2|1|1,800,12|10|8|6|4,40,URSS,300,,400,17866,true,,true,true,1,100,wheeled,K-17 BUMERANG,3,,3500,4900,5600,14000,,20,80,80,,86,,150,,,MAR|MOT,1,VHC,,18630|19087|19086|19089|18539|17712|18850|18862|18621|18821|19088|18736|19084|18861|19118|19090|18860,19272,171.89,17865,,,,,,,,,,,,,121523,1,true,4,0,360|45|-10,,150,turret,1,78148,0,true,68,1,360|25|-10,,80,turret,0,78149,0,true,68,1,360|25|-10,,80,turret,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994
2,,0.4|0.4|0.4|0.4,,0|12|8|0|0,15,URSS,300,,,18850,,,,,2,22.5,foot,PTUR KONKURS-M,3,,3500,4900,5600,14000,,40,80,80,,268,,,,-0.2,AIR|ARM|MAR|MEC|MOT|SUP,2.5,INF,Regular,,17859|17863|17865|17866|18499|17880|17881|17882|19436|19405,,,,,,,,,,,,,,,77583,0,true,16,0,,,,infantry,0,77584,0,true,16,0,,,,infantry,0,83524,1,,6,1,,,,infantry,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
10,,18|9|3|3,450,0|0|3|2|0,170,URSS,300,,2040,17966,,true,true,,1,80,tracked,#command T-80UK,4,,3500,4900,5600,14000,,40,80,80,,124,,110,,,ARM|SUP,1,LOG,,,,286.48,17811,17964,,,,,,,,,,,,84067,0,true,30,0,360|25|-10,,50,turret,0,84068,0,true,24,0,360|25|-10,,50,turret,0,79060,2,true,6,0,360|25|-10,,50,turret,2,77484,1,true,100,1,360|45|-10,,150,turret,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992
10,,7|4|2|3,520,0|4|3|0|0,145,RFA,300,,650,18286,,true,,,1,75,tracked,#command BewBefSt PUMA (A),2,,3500,4900,5600,14000,,40,80,80,240,,,110,,,ARM|MEC|SUP,1,LOG,,,,229.18,,17957,,,,,,,,,,,,121760,0,true,72,0,360|25|-10,,80,turret,0,121762,0,true,72,0,360|25|-10,,80,turret,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1973
10,,2|1|1|0.8,500,0|6|4|0|0,40,NK,300,,400,19125,true,,true,,2,65,tracked,VTT-323 SPM,4,,3500,4900,5600,14000,,10,45,40,,394,,110,,,AIR|ARM|MAR|MEC|MOT|SUP,1,SUP,,,19272,171.89,,,,,,,,,,,,,,84880,0,,60,0,360|75|,,30,turret,0,84881,0,,120,0,360|75|,,30,turret,0,77511,2,true,200,1,360|45|-10,,150,turret,2,79642,1,true,4,2,360|75|-10,,60,turret,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1975
10,,2|2|1|1,480,24|20|16|12|8,5,US,300,,360,18354,true,,,true,9,65,tracked,M113A3,1,,3500,4900,5600,14000,,20,60,60,288,,,110,,,ARM|MEC|SUP,1,VHC,,19093|18254|18740|18253|19094|19098,,171.89,,18355,,,,,,,,,,,,77688,0,true,200,0,360|45|-10,,150,turret,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1964
10,,2|1|1|1,500,0|6|4|0|0,50,DAN,300,,550,18782,true,,,,2,60,tracked,RAAD 1,3,,3500,4900,5600,14000,,10,45,40,,233,,110,,,ARM|MAR|MEC|MOT|SUP,1,SUP,,,19272,343.77,,18540,,,,,,,,,,,,77493,0,,36,0,360|75|,,30,turret,0,77494,0,,36,0,360|75|,,30,turret,0,77495,1,,5,0,360|75|,,30,turret,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978
4,,0.8|0.8|0.8|0.8,680,20|16|12|8|6,20,US,300,,250,19326,,,true,true,3,260,heli,MH-6 LITTLE BIRD #reco1,0,4900,3500,5600,7000,14000,,120,120,120,609,,,,,-0.2,AIR|ARM|MEC|MOT|SUP,1,HEL,,19097|18721|18016|18252|19077,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1971
8,,1|1|0.8|0.8,1200,16|12|8|6|4,30,FR,300,,1800,19475,,,,true,2,330,heli,CARACAL 225M,1,4900,3500,5600,5600,14000,,80,60,60,660,,,,,,AIR|ARM|MAR|MEC|MOT|SUP,1,HEL,,18281|18037,,,,,50,,,,,,,,,,,122877,2,true,38,0,20|20|-15,,,fixed,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1982
10,,2|2|1|1,480,24|20|16|12|8,15,ROK,300,,680,18274,true,,,true,3,70,tracked,KAAVP-7A1,2,,3500,4900,5600,14000,,20,60,60,231,,,110,,0.05,MAR|MEC,1,VHC,,18711|18697|18712|18707|18698|18706,19251,229.18,,,,,,,,,,,,,,82831,0,true,297,0,360|45|-10,,150,turret,0,123536,1,true,120,1,360|45|-10,,150,turret,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1974
10,,15|8|3|2,500,0|12|8|0|0,70,URSS,300,,2040,18961,,,,,2,70,tracked,T-80BV,4,,3500,4900,5600,14000,,20,60,60,,317,,110,,,ARM|MAR,1,TNK,,,19272,286.48,,18964,,,,,,,,,,,,84079,0,true,24,0,360|25|-10,,50,turret,0,84080,0,true,24,0,360|25|-10,,50,turret,0,83922,2,true,4,0,360|25|-10,,50,turret,2,77484,1,true,100,1,360|45|-10,,150,turret,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1982
10,,2|2|1|1,385,0|8|6|0|0,40,RFA,300,,470,18180,,,,,1,70,tracked,JAGUAR 1A3,2,,3500,4900,5600,14000,,40,80,80,178,,,110,,,ARM|MEC|MOT,1,VHC,,,,171.89,,,,,,,,,,,,,,122187,0,,20,0,360|75|-10,,80,turret,0,79001,1,true,200,1,360|45|-10,,150,turret,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978
10,,1|0.8|0.8|0.8,850,0|0|1|0|0,180,URSS,300,,1000,17706,,,true,,1,60,wheeled,9K723 ISKANDER-M,1,,3500,4900,5600,14000,,10,45,40,,13,,150,,0.1,SUP,1,SUP,,,,401.07,,,,,,,,,,,,,,121521,0,,2,0,360|75|-10,,80,turret,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1975
5,,0.8|0.8|0.8|0.8,500,0|12|8|0|0,10,FR,300,,80,18268,,,,,2,110,wheeled,D110 PATSAS #reco1,2,,3500,4900,5600,14000,,40,120,120,228,,,150,,-0.1,AIR|ARM|MAR|MEC|MOT|SUP,2,REC,,,19251,114.59,,17924,,,,,,,,,,,,80889,0,true,225,0,180|45|-10,,150,turret,0,77717,1,true,200,1,360|45|-10,,150,turret,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1965
10,,0.4|0.4|0.4|0.4,,0|12|8|0|0,20,NK,300,,,18549,,,,,2,37.5,foot,GYŎNG-BOBYŎNG,4,,3500,4900,5600,14000,,40,80,80,,186,,,,-0.2,AIR|MAR|MOT|SUP,2,INF,Regular,,19174|17871|17875|17864|17879|17878|19445,,,,,,,,,,,,,,,123177,0,true,120,0,,,,infantry,0,123179,0,true,120,0,,,,infantry,0,123351,1,,9,1,,,,infantry,1,82022,2,true,150,1,,,,infantry,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
10,,2|2|1|2,520,0|7|5|0|0,50,RFA,300,,650,18522,,,,,2,70,tracked,FlaRakPz ROLAND 3,1,,3500,4900,10500,14000,,300,60,60,400,,,110,,,ARM|MAR|MEC|SUP,1,SUP,,,19251,171.89,,,,,,,,,,,,,,77785,0,,10,0,360|75|-10,,80,turret,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1988
10,1250,0.6|0.6|0.6|0.6,120,0|2|0|0|1,175,FR,300,-0.5,4000,19561,,,true,,2,1000,plane,RAFALE M F4.1,3,4900,3500,4900,31500,7000,,450,,60,702,,,,,,AIR|ARM|MAR|MEC|MOT|SUP,1.25,AIR,,,,300,19740,,,,,,,,,,,,,88550,0,true,50,0,16|8|-5,,,fixed,0,88551,3,true,4,1,80|30|-30,,,fixed,3,121878,1,true,4,2,80|30|-30,,,fixed,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1964
10,1000,0.6|0.6|0.6|0.6,150,0|3|0|0|2,85,UK,300,-0.2,5000,19634,,,,,2,750,plane,HARRIER GR.9,2,4900,3500,4900,31500,7000,,150,,60,748,,,,,,AIR|ARM|MAR|MEC|MOT|SUP,1,AIR,,,,350,19635,19636,,,,,,,,,,,,123645,2,true,76,0,16|8|-8,,,fixed,2,87688,3,true,2,1,80|30|-30,,,fixed,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1977
10,,1|1|1|1,500,20|16|12|8|6,20,DAN,300,,300,18796,true,,true,true,2,80,wheeled,SEDAD,1,,3500,4900,10500,14000,,120,60,60,,685,,150,,,MAR|MOT,1,VHC,,18078|19146|18602|18283|18603|18229|18827|18828|18269|18065|18681,19272,171.89,,,,,,,,,,,,,,78564,0,,100,0,360|75|-10,,60,turret,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991
10,,0.4|0.4|0.4|0.4,,0|0|0|8|6,30,UK,300,,,18781,,,true,,2,45,foot,SAS,5,,3500,4900,5600,14000,,40,80,80,808,,,,,-0.2,AIR|MAR|MEC|MOT,2,INF,Elite,,17783|18060|18342|18826|19373|19463|19375,,,,,,,,,,,,,,,77868,0,true,160,0,,,,infantry,0,77869,0,true,160,0,,,,infantry,0,123665,1,,10,1,,,,infantry,1,123660,1,,10,1,,,,infantry,1,124072,2,true,50,1,,,,infantry,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
10,,15|7|4|3,550,0|6|4|0|0,125,NK,300,,1360,18008,,,true,,1,60,tracked,SONGUN-915 BULSAE-5 + Twin AG-17,5,4900,3500,5600,5600,14000,,80,80,80,,130,,110,,,ARM|MEC|SUP,1,TNK,,,,286.48,18938,,,,,,,,,,,,,123080,0,true,28,0,360|25|-10,,30,turret,0,123082,0,true,28,0,360|25|-10,,30,turret,0,123043,3,,6,0,360|25|-10,,30,turret,1,123456,1,true,120,1,360|45|-10,,150,turret,-1,123062,2,true,4,2,360|75|-10,,60,turret,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015
10,,19|9|4|4,550,0|4|3|0|0,135,RFA,300,,1060,18290,,,,,1,70,tracked,LEOPARD 2A6,3,,3500,4900,5600,14000,,20,80,80,244,,,110,,0.05,ARM|MAR,1,TNK,,,19251,229.18,18289,18291,,,,,,,,,,,,121907,0,true,42,0,360|25|-10,,50,turret,0,121908,0,true,42,0,360|25|-10,,50,turret,0,79001,1,true,460,1,360|45|-10,,150,turret,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1983
