HP,altitude,armors,autonomy,avail,cost,country,damageToStun,ecmModifier,fuelCapacity,inst_num,isAmphibious,isCV,isPrototype,isTransport,maxCards,maxSpeed,movementType,name,numWeapons,opticRangeAirborne_vsGround,opticRange_vsGround,opticRange_vsHeli,opticRange_vsPlane,opticRange_vsShip,opticStrengthSEAD_vsGround,opticStrength_vsAir,opticStrength_vsGround,opticStrength_vsShip,otanId,pactId,purple,roadSpeed,sailingSubType,sizeModifier,specs,stealth,tab,training,transporterOf,transports,turnData,upgradeRequireId,upgrades,verticalSpeed,weapon10_TAmmunition_ID,weapon10_ammoPool,weapon10_hasStab,weapon10_totalAmmo,weapon10_turret,weapon10_turretArc,weapon10_turretFacing,weapon10_turretSpeed,weapon10_turretType,weapon10_uiPosition,weapon1_TAmmunition_ID,weapon1_ammoPool,weapon1_hasStab,weapon1_totalAmmo,weapon1_turret,weapon1_turretArc,weapon1_turretFacing,weapon1_turretSpeed,weapon1_turretType,weapon1_uiPosition,weapon2_TAmmunition_ID,weapon2_ammoPool,weapon2_hasStab,weapon2_totalAmmo,weapon2_turret,weapon2_turretArc,weapon2_turretFacing,weapon2_turretSpeed,weapon2_turretType,weapon2_uiPosition,weapon3_TAmmunition_ID,weapon3_ammoPool,weapon3_hasStab,weapon3_totalAmmo,weapon3_turret,weapon3_turretArc,weapon3_turretFacing,weapon3_turretSpeed,weapon3_turretType,weapon3_uiPosition,weapon4_TAmmunition_ID,weapon4_ammoPool,weapon4_hasStab,weapon4_totalAmmo,weapon4_turret,weapon4_turretArc,weapon4_turretFacing,weapon4_turretSpeed,weapon4_turretType,weapon4_uiPosition,weapon5_TAmmunition_ID,weapon5_ammoPool,weapon5_hasStab,weapon5_totalAmmo,weapon5_turret,weapon5_turretArc,weapon5_turretFacing,weapon5_turretSpeed,weapon5_turretType,weapon5_uiPosition,weapon6_TAmmunition_ID,weapon6_ammoPool,weapon6_hasStab,weapon6_totalAmmo,weapon6_turret,weapon6_turretArc,weapon6_turretFacing,weapon6_turretSpeed,weapon6_turretType,weapon6_uiPosition,weapon7_TAmmunition_ID,weapon7_ammoPool,weapon7_hasStab,weapon7_totalAmmo,weapon7_turret,weapon7_turretArc,weapon7_turretFacing,weapon7_turretSpeed,weapon7_turretType,weapon7_uiPosition,weapon8_TAmmunition_ID,weapon8_ammoPool,weapon8_hasStab,weapon8_totalAmmo,weapon8_turret,weapon8_turretArc,weapon8_turretFacing,weapon8_turretSpeed,weapon8_turretType,weapon8_uiPosition,weapon9_TAmmunition_ID,weapon9_ammoPool,weapon9_hasStab,weapon9_totalAmmo,weapon9_turret,weapon9_turretArc,weapon9_turretFacing,weapon9_turretSpeed,weapon9_turretType,weapon9_uiPosition,year
10,,1|1|0.8|0.8,450,0|4|3|0|0,90,URSS,300,,1200,20418,,,,,2,330,heli,Mi-24V,3,4900,3500,5600,5600,14000,,170,60,60,,473,,,,0.05,AIR|MOT|SUP,1,HEL,,,,,,,50,,,,,,,,,,,90546,1,true,200,0,220|10|-75,,120,turret,1,90326,2,true,64,1,20|20|-15,,,fixed,2,90552,0,true,8,2,90|60|-30,,,fixed,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1989
10,1250,0.6|0.6|0.6|0.6,120,2|0|0|0|1,180,FR,300,-0.5,4000,20781,,,true,,2,1000,plane,RAFALE C F1,3,4900,3500,4900,31500,7000,,450,,60,765,,,,,,AIR|ARM|MEC|MOT|SUP,1.5,AIR,,,,300,,,,,,,,,,,,,,92842,0,true,150,0,16|8|-5,,,fixed,0,93533,2,true,6,1,80|30|-30,,,fixed,2,92843,3,true,4,2,80|30|-30,,,fixed,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991
10,,1|1|1|1,500,0|4|3|0|0,85,URSS,300,,500,18658,,,,,2,50,tracked,9K37 BUK-M1,1,,3500,4900,10500,14000,,250,60,60,,21,,110,,0.05,ARM|MEC|SUP,1,SUP,,,,229.18,18657,,,,,,,,,,,,,81406,0,,4,0,360|45|-10,,60,turret,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1984
10,,1|0.8|0.8|0.8,850,0|2|0|1|0,100,URSS,300,,1000,18738,,,,,1,60,wheeled,BAL,1,,3500,4900,5600,14000,,10,40,40,,655,,150,,0.05,AIR|ARM|MAR|MEC|MOT|SUP,1,NAV,,,,401.07,,,,,,,,,,,,,,81905,0,,8,0,360|75|-10,,80,turret,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994
10,,1|1|1|0.8,480,0|6|4|0|0,40,ITA,300,,360,19312,true,,,,2,65,tracked,PORTA-MORTAIO M106,3,,3500,4900,5600,14000,,10,40,40,1448,,,110,,,ARM|MAR|MEC|MOT|SUP,1,SUP,,,20269,171.89,19368,19310,,,,,,,,,,,,84252,0,,72,0,360|75|,,30,turret,0,84253,0,,144,0,360|75|,,30,turret,0,81464,1,true,100,1,360|45|-10,,150,turret,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978
5,,0.8|0.8|0.8|0.8,500,0|12|8|0|0,35,HOL,300,,75,19771,,,,,2,95,wheeled,LARO I-TOW,1,,3500,4900,5600,14000,,40,60,60,976,,,150,,-0.05,AIR|MAR|MEC|MOT|SUP,1,VHC,,,20269,114.59,19575,19782,,,,,,,,,,,,81705,0,,6,0,360|75|-10,,80,turret,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1973
10,,7|3|2|2,500,0|12|8|0|0,40,CHI,300,,980,20026,,,true,,1,50,tracked,PTZ-59,3,,3500,4900,5600,14000,,40,60,60,,341,,110,,,ARM|MEC|MOT|SUP,1,VHC,,,,286.48,19826,19633,,,,,,,,,,,,88490,0,true,25,0,360|25|-10,,30,turret,0,88491,0,true,25,0,360|25|-10,,30,turret,0,81911,1,true,60,1,360|45|-10,,150,turret,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1985
10,,1|1|1|1,500,0|12|8|0|0,25,HOL,300,,350,20177,,,true,,2,100,wheeled,YP-104 #reco1,2,,3500,4900,5600,14000,,40,120,120,986,,,150,,,AIR|MAR|MEC|MOT|SUP,1.5,REC,,,20269,171.89,19777,,,,,,,,,,,,,85178,0,true,24,0,360|25|-10,,60,turret,0,85179,0,true,24,0,360|25|-10,,60,turret,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1963
10,750,0.6|0.6|0.6|0.6,120,0|4|0|0|0,45,US,300,,4000,20563,,,,,1,600,plane,A-4F SKYHAWK II,2,4900,3500,4900,31500,7000,,150,,60,688,,,,,,AIR|ARM|MAR|MEC|MOT|SUP,1,AIR,,,,300,,20561,,,,,,,,,,,,91346,0,true,40,0,16|8|-5,,,fixed,0,91380,2,true,4,1,,,,bomber,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1956
10,500,2|1|1|1,105,0|2|0|0|1,130,TCH,300,-0.1,3500,20803,,,,,1,750,plane,Su-25K,4,4900,3500,4900,31500,7000,,150,,60,,601,,,,,AIR|ARM|MEC|MOT|SUP,1,AIR,,,,200,,,,,,,,,,,,,,92582,0,true,50,0,16|8|-5,,,fixed,0,92583,0,true,50,0,16|8|-5,,,fixed,0,93179,2,true,4,1,80|30|-30,,,fixed,2,92929,3,true,4,2,16|8|-8,,,fixed,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1985
10,1250,0.6|0.6|0.6|0.6,75,5|4|0|3|0,75,SWE,300,,2500,20785,,,,,1,900,plane,J 35J DRAKEN,3,4900,3500,4900,31500,7000,,300,,60,769,791,,,,,AIR|ARM|MAR|MEC|MOT|SUP,1,AIR,,,,320,20784,,,,,,,,,,,,,92539,0,true,40,0,16|8|-5,,,fixed,0,92652,2,true,2,1,80|30|-30,,,fixed,2,93560,3,true,4,2,80|30|-30,,,fixed,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1985
5,,0.8|0.8|0.8|0.8,400,32|24|20|16|12,5,SWE,300,,85,20004,,,,true,1,100,wheeled,TGB 13,0,,3500,4900,5600,14000,,20,60,60,493,776,,150,,,AIR|ARM|MAR|MEC|MOT|SUP,1,VHC,,19830|19024|19579,,229.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1974
10,1000,0.6|0.6|0.6|0.6,60,0|3|0|0|0,70,FIN,300,-0.1,2000,20677,,,,,1,900,plane,HAWK 51,3,4900,3500,4900,31500,7000,,150,,60,1178,856,true,,,,AIR|ARM|MEC|MOT|SUP,1,AIR,,,,300,,,,,,,,,,,,,,92539,0,true,40,0,16|8|-5,,,fixed,0,92561,2,true,2,1,,,,bomber,2,92562,3,true,2,2,80|30|-30,,,fixed,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1980
10,,2|1|1|0.8,500,0|6|4|0|0,50,FR,300,,1000,18665,,,,,2,60,tracked,AMX-13 AU 105mm,2,,3500,4900,5600,14000,,10,40,40,4,,,110,,,ARM|MAR|MEC|MOT|SUP,1,SUP,,,20269,286.48,,18682,,,,,,,,,,,,81438,0,,54,0,360|75|,,30,turret,0,81439,0,,54,0,360|75|,,30,turret,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1955
5,,0.4|0.4|0.4|0.4,,12|8|0|0|0,10,RFA,300,,,18858,,,,,1,22.5,foot,BGS #reco2,3,,3500,4900,5600,14000,,40,170,170,53,,,,,-0.15,AIR|ARM|MAR|MEC|MOT|SUP,2,REC,Militia,,19496|20013|20014|19356|20366|20493,,,,,,,,,,,,,,,82547,0,true,30,0,,,,infantry,0,82548,0,true,30,0,,,,infantry,0,82549,1,,3,1,,,,infantry,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1975
5,,0.8|0.8|0.8|0.8,750,0|3|2|0|0,50,CHI,300,,500,20062,,,,,1,75,wheeled,PHL-63,1,,3500,4900,5600,14000,,10,40,40,,365,,150,,,AIR|MAR|MOT|SUP,1,SUP,,,20290,229.18,,20069,,,,,,,,,,,,88680,0,,19,0,180|75|,,30,turret,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1963
10,,0.4|0.4|0.4|0.4,,0|20|16|0|0,10,NK,300,,,19560,,,,,3,30,foot,BOCHONGSU,4,,3500,4900,5600,14000,,40,80,80,,190,,,,-0.15,ARM|MEC|MOT|SUP,2,INF,Regular,,18822|19178|18826|18825|20147|20146|20148|18768,,,,,,,,,,,,,,,86121,0,true,80,0,,,,infantry,0,82775,0,true,80,0,,,,infantry,0,82530,1,,6,1,,,,infantry,1,86122,2,,99,1,,,,infantry,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1975
100,,4|2|4|0.8,,8|7|6|5|4,85,ROK,1200,-0.4,,20263,,,,,2,400,sailing,DONG-HAE,4,,4900,4900,10500,14000,,250,80,80,568,,,,littoral,,AIR|ARM|MAR|MEC|MOT|SUP,0.7,NAV,,,,,,,,,,,,,,,,,,89592,0,true,320,0,315|75|-10,,100,turret,0,89593,1,true,300,1,315|75|-10,,360,turret,1,89593,3,true,300,2,315|75|-10,180,360,turret,1,89594,2,true,120,3,315|75|-10,180,360,turret,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1982
6,,0.8|0.8|0.8|0.8,685,0|12|8|0|0,30,UK,300,,950,20403,,,,,2,320,heli,LYNX AH.7 20mm,2,4900,3500,5600,5600,14000,,80,60,60,635,,,,,-0.05,AIR|ARM|MEC|MOT|SUP,1,HEL,,,,,,,75,,,,,,,,,,,90254,0,true,64,0,16|10|-20,,,fixed,0,90255,0,true,64,0,16|10|-20,,,fixed,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1984
4,,0.8|0.8|0.8|0.8,530,0|12|8|0|0,35,CAN,300,,1000,20534,,,true,,2,220,heli,CH-118 SS-11,1,4900,3500,5600,5600,14000,,80,60,60,680,,,,,-0.05,AIR|ARM|MEC|MOT|SUP,1,HEL,,,,,,,50,,,,,,,,,,,90094,0,true,6,0,90|20|-30,,,fixed,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1965
150,,4|2|4|0.8,,3|0|2|0|1,160,CHI,2400,-0.2,,20289,,true,,,2,450,sailing,#command JIANGHU-III,8,,4900,4900,10500,14000,,120,120,220,,457,,,deepSea,,AIR|ARM|MAR|MEC|MOT|SUP,0.5,NAV,,,,,,,,,,,,,,,,,,89777,0,true,120,0,315|75|-10,,50,turret,0,89764,1,true,8,1,120|75|-10,90,80,turret,1,89764,4,true,8,2,120|75|-10,-90,80,turret,1,89778,2,true,32,3,315|90|-10,,360,turret,2,89763,3,true,100,4,315|75|-10,-160,360,turret,-1,89763,5,true,100,5,315|75|-10,-45,360,turret,-1,89763,6,true,100,6,315|75|-10,45,360,turret,-1,89763,7,true,100,7,315|75|-10,160,360,turret,-1,,,,,,,,,,,1986
10,,2|1|1|1,500,24|20|16|12|8,15,URSS,300,,350,18807,true,,,true,3,80,wheeled,BTR-70,2,,3500,4900,5600,14000,,20,60,60,,80,,150,,,MAR|MOT,1,VHC,,19643|19864|20102|19875|19874|19632|19876|19748|19641|20098|19543|19545|20105|20104|19835|20103,20290,171.89,18806,,,,,,,,,,,,,81874,0,true,60,0,360|45|-10,,150,turret,0,81875,0,true,60,0,360|45|-10,,150,turret,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1972
10,,0.4|0.4|0.4|0.4,,0|0|6|4|0,20,ITA,300,,,19099,,,,,2,37.5,foot,BERSAGLIERI #reco2,4,,3500,4900,5600,14000,,40,170,80,1420,,,,,-0.15,ARM|MEC|MOT|SUP,2.5,REC,Shock,,19142|20140|18985|20132|20133|20536|20537|20539,,,,,,,,,,,,,,,83833,0,true,120,0,,,,infantry,0,83834,0,true,120,0,,,,infantry,0,81628,1,,6,1,,,,infantry,1,83836,2,true,180,1,,,,infantry,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1975
10,,1|1|1|1,600,0|10|7|0|0,40,YUG,300,,220,18775,,,,,2,95,wheeled,SPAT BOV 30,1,,3500,4900,10500,14000,,250,60,60,1263,941,true,150,,,MOT|SUP,1,SUP,,,,171.89,18774,,,,,,,,,,,,,82116,0,,95,0,360|75|-10,,80,turret,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1985
10,,6|5|2|2,480,20|16|12|8|6,25,NOR,300,,750,18922,,,true,true,3,65,tracked,CV9030N,2,,3500,4900,5600,14000,,40,80,80,905,,,110,,,ARM|MEC,1,VHC,,19064|19888|19886,,171.89,,,,,,,,,,,,,,82931,0,true,40,0,360|25|-10,,80,turret,0,82932,0,true,40,0,360|25|-10,,80,turret,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995
10,,1|1|0.8|0.8,320,0|6|4|0|0,60,US,300,,500,19465,,,,,2,35,tracked,M727 I-HAWK,1,,3500,4900,10500,14000,,250,60,60,376,,,110,,,ARM|MAR|MEC|MOT|SUP,1,SUP,,,20269,171.89,,19461,,,,,,,,,,,,84014,0,,3,0,360|75|-10,,60,turret,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1972
6,,0.8|0.8|0.8|0.8,575,0|4|3|0|0,70,ISR,300,,1000,20518,,,true,,1,280,heli,TZEFA E,4,4900,3500,5600,5600,14000,,170,60,60,1095,,,,,-0.05,AIR|MAR|MOT,1,HEL,,,,,20517,,50,,,,,,,,,,,89859,0,true,90,0,220|10|-75,,120,turret,0,89860,0,true,90,0,220|10|-75,,120,turret,0,89861,1,true,38,1,20|20|-15,,,fixed,1,89862,2,true,4,2,90|60|-30,,,fixed,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995
10,,1|0.8|0.8|0.8,500,0|2|0|1|0,140,FIN,300,,1000,19683,,,true,,1,65,wheeled,RAKH 91,1,,3500,4900,5600,14000,,10,40,40,1170,848,true,150,,0.05,MOT|SUP,1,SUP,,,,343.77,19682,,,,,,,,,,,,,81928,0,,16,0,180|75|,,30,turret,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992
10,,3|1|1|1,600,24|20|16|12|8,20,TCH,300,,450,18832,true,,,true,3,60,tracked,BVP-1P,3,,3500,4900,5600,14000,,20,60,60,,100,,110,,,ARM|MEC,1,VHC,,19646|19544,20290,171.89,18830,18833,,,,,,,,,,,,81945,1,,4,0,360|25|-10,,30,turret,1,81939,0,true,40,0,360|25|-10,,30,turret,0,81940,0,true,40,0,360|25|-10,,30,turret,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1980
10,,0.4|0.4|0.4|0.4,,0|0|14|10|0,15,ITA,300,,,19111,,,,,3,37.5,foot,MARÒ,4,,3500,4900,5600,14000,,40,80,80,1430,,,,,-0.15,MAR,2,INF,Shock,,19346|20132|20133|19263,,,,,,,,,,,,,,,83910,0,true,120,0,,,,infantry,0,83911,0,true,120,0,,,,infantry,0,82549,1,,6,1,,,,infantry,1,83836,2,true,180,1,,,,infantry,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1975
15,,0.4|0.4|0.4|0.4,,0|0|14|10|0,25,FIN,300,,,19204,,,,,3,45,foot,KAARTINJÄÄKÄRI,4,,3500,4900,5600,14000,,40,80,80,1190,868,true,,,-0.15,AIR|MOT,2,INF,Shock,,20171|20174|20460,,,,,,,,,,,,,,,84401,0,true,240,0,,,,infantry,0,84402,0,true,240,0,,,,infantry,0,81608,1,,15,1,,,,infantry,1,82523,2,true,200,1,,,,infantry,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1988
10,,1|1|1|1,250,0|8|6|0|0,45,POL,300,,500,18634,,,,,2,45,tracked,RZP KUB-M,1,,3500,4900,10500,14000,,250,60,60,,2,,110,,0.05,ARM|MEC|SUP,1,SUP,,,,229.18,,20162,,,,,,,,,,,,81222,0,,3,0,360|45|-10,,60,turret,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1976
10,750,0.6|0.6|0.6|0.6,75,0|2|0|0|1,125,ISR,300,-0.2,2500,20700,,,,,1,900,plane,KFIR C.7,2,4900,3500,4900,31500,7000,,300,,60,1107,,,,,,AIR|ARM|MEC|MOT|SUP,1,AIR,,,,320,20699,,,,,,,,,,,,,91714,0,true,60,0,16|8|-5,,,fixed,0,92781,2,true,1,1,,,,bomber,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1983
10,,0.4|0.4|0.4|0.4,,0|20|16|0|0,10,ROK,300,,,19720,,,,,3,30,foot,SOCHONG-SU,4,,3500,4900,5600,14000,,40,80,80,445,,,,,-0.15,AIR|ARM|MEC|MOT|SUP,2,INF,Regular,,19189|19173|19196|20530,,,,,,,,,,,,,,,81782,0,true,80,0,,,,infantry,0,81783,0,true,80,0,,,,infantry,0,81628,1,,6,1,,,,infantry,1,86928,2,,100,1,,,,infantry,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1975
10,,0.4|0.4|0.4|0.4,,32|24|0|0|0,5,ROK,300,,,19712,,,true,,1,22.5,foot,YEBIGUN,3,,3500,4900,5600,14000,,40,80,80,437,,,,,-0.15,ARM|MEC|MOT|SUP,2,INF,Militia,,19189|19173,,,,,,,,,,,,,,,86948,0,true,60,0,,,,infantry,0,86949,0,true,60,0,,,,infantry,0,82556,1,,6,1,,,,infantry,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1975
10,,10|3|2|2,650,0|12|8|0|0,65,RFA,300,,1000,19278,,,,,2,65,tracked,LEOPARD 1A5,3,,3500,4900,5600,14000,,20,80,80,242,,,110,,,ARM|MEC|MOT,1,TNK,,,,286.48,19277,,,,,,,,,,,,,84774,0,true,34,0,360|25|-10,,30,turret,0,84775,0,true,34,0,360|25|-10,,30,turret,0,82834,1,true,260,1,360|45|-10,,150,turret,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1987
10,,0.4|0.4|0.4|0.4,,0|0|0|8|6,25,RDA,300,,,19023,,,,,3,45,foot,FJB-40,4,,3500,4900,5600,14000,,80,80,80,,135,,,,-0.15,AIR|MAR|MEC|MOT,2,INF,Elite,,19821|19822|19810|20466|20465|20436|20438,,,,,,,,,,,,,,,83449,0,true,160,0,,,,infantry,0,83450,0,true,160,0,,,,infantry,0,83451,1,,6,1,,,,infantry,1,83452,2,,6,1,,,,infantry,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1975
10,,2|1|1|0.8,250,16|12|0|0|0,15,JAP,300,,1000,19423,,,,,2,65,tracked,M42 AAG,1,,3500,4900,10500,14000,,250,60,60,344,,,110,,,ARM|MAR|MEC|MOT|SUP,1,SUP,,,,229.18,,20071,,,,,,,,,,,,85439,0,,44,0,360|75|-10,,60,turret,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1960
10,,5|3|1|1,440,0|24|18|0|0,15,NOR,300,,760,19426,,,,,2,50,tracked,M48A1,3,,3500,4900,5600,14000,,20,60,60,345,,,110,,0.05,ARM|MAR|MEC|MOT|SUP,1,TNK,,,,401.07,,19431,,,,,,,,,,,,82839,0,,40,0,360|25|-10,,30,turret,0,82840,0,,40,0,360|25|-10,,30,turret,0,81464,1,true,90,1,360|45|-10,,150,turret,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1955
10,,1|1|1|1,200,0|8|6|0|0,50,RFA,300,,350,20165,,,,,2,75,tracked,WIESEL 1 TOW-2,1,,3500,4900,5600,14000,,40,60,60,542,,,110,,-0.05,AIR|ARM|MEC|MOT,1,VHC,,,20269,229.18,20166,,,,,,,,,,,,,84318,0,,10,0,360|75|-10,,80,turret,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1987
10,500,0.6|0.6|0.6|0.6,75,5|4|0|3|0,85,FIN,300,,2500,20687,,,,,1,900,plane,J 35S,3,4900,3500,4900,31500,7000,,300,,60,1181,859,true,,,,AIR|ARM|MEC|MOT|SUP,1,AIR,,,,320,,20685,,,,,,,,,,,,92539,0,true,40,0,16|8|-5,,,fixed,0,92663,2,true,4,1,80|30|-30,,,fixed,2,92664,3,true,2,2,80|30|-30,,,fixed,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1979
5,,0.4|0.4|0.4|0.4,,0|12|8|0|0,15,CAN,300,,,18870,,,true,,1,30,foot,ERYX,4,,3500,4900,5600,14000,,40,80,80,60,,,,,-0.15,AIR|ARM|MAR|MEC|MOT|SUP,2,INF,Regular,,18722|18865|20213|20350|20351,,,,,,,,,,,,,,,82626,0,true,40,0,,,,infantry,0,82627,0,true,40,0,,,,infantry,0,82628,1,,8,1,,,,infantry,1,82629,1,,8,1,,,,infantry,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993
10,,11|5|2|2,600,0|12|8|0|0,65,FR,300,,1000,18677,,,,,2,70,tracked,AMX-30B2 BRENNUS,5,,3500,4900,5600,14000,,20,80,80,16,,,110,,,ARM|MEC|MOT|SUP,1,TNK,,,,229.18,18675,,,,,,,,,,,,,81549,0,,33,0,360|25|-10,,50,turret,0,81550,0,,33,0,360|25|-10,,50,turret,0,81420,2,true,128,0,360|25|-10,,50,turret,2,81421,2,true,128,0,360|25|-10,,50,turret,2,81493,1,true,100,1,360|45|-10,,150,turret,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991
10,,1|1|1|0.8,480,0|6|4|0|0,40,HOL,300,,360,19311,true,,,,2,65,tracked,M106A1,3,,3500,4900,5600,14000,,10,40,40,961,,,110,,,ARM|MEC|MOT|SUP,1,SUP,,,,171.89,20182,,,,,,,,,,,,,84252,0,,72,0,360|75|,,30,turret,0,84253,0,,144,0,360|75|,,30,turret,0,81464,1,true,60,1,360|45|-10,,150,turret,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1975
5,,0.4|0.4|0.4|0.4,,0|12|8|0|0,15,RDA,300,,,19669,,,,,2,30,foot,STURMPIONIERE,3,,3500,4900,5600,14000,,40,80,80,,228,,,,-0.15,AIR|ARM|MAR|MEC|MOT|SUP,2,INF,Regular,,19821|19822|19810|19818|19509|18756|18757|19824|20466|20465,,,,,,,,,,,,,,,83514,0,true,40,0,,,,infantry,0,83515,0,true,40,0,,,,infantry,0,86737,1,,9,1,,,,infantry,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1982
10,1500,0.6|0.6|0.6|0.6,135,0|0|1|0|0,150,US,300,,4500,20613,,,true,,1,750,plane,F-117 NIGHTHAWK,1,4900,3500,4900,31500,7000,,150,,60,715,,,,,,AIR|ARM|MEC|MOT|SUP,3,AIR,,,,350,,,,,,,,,,,,,,91867,2,true,2,0,80|30|-30,,,fixed,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1983
